FULL ADDRESS,PARCEL_NO,X,Y,C.TRACT.,C.BLOCK.,CASE#,V.I.D,VIOLATION TYPE,ISSUED,COMP_TYPE
3578  MICHIGAN AV,004100010032,1417964,421925,50.00,2006,B202102121,CD06447331,FLUES TO BE CLEAN/UNOBSTRUCTED, 05/05/2021,CBHCODE
3529  MICHIGAN AV,004100030003,1417754,421362,50.00,2007,B201805384,BCOE406,SEWER CONNECT DOWNSPOUTS, 08/15/2018,CBHCODE
3619  MICHIGAN AV,004100010050,1417801,422247,50.00,2008,B202301156,BCOE400,REPAIR ROOF, 05/03/2023,CBHCODE
3619  MICHIGAN AV,004100010050,1417801,422247,50.00,2008,B202301156,BCOE413,PAINT EXTERIOR, 05/03/2023,CBHCODE
3627  MICHIGAN AV,004100010046,1417821,422381,50.00,2008,B201907298,CD05770947,REPAIR WINDOWS, 11/01/2019,CBHCODE
3627  MICHIGAN AV,004100010046,1417821,422381,50.00,2008,B201907298,CD05770951,TOILET ROOM SURFACES, 11/01/2019,CBHCODE
3549  EDWARDS RD,004100040126,1417314,421567,50.00,3000,B201907212,BCOE406,SEWER CONNECT DOWNSPOUTS, 11/06/2019,CBHCODE
3549  EDWARDS RD,004100040126,1417314,421567,50.00,3000,B201907212,CD05774944,PAINT EXTERIOR, 11/06/2019,CBHCODE
3630  ZUMSTEIN AV,004100050075,1417203,422463,50.00,3000,B202004334,CD06142623,REPAIR GUTTERS AND DOWNSPOUTS, 08/26/2020,CBHCODE
3630  ZUMSTEIN AV,004100050075,1417203,422463,50.00,3000,B202004334,BCOE413,PAINT EXTERIOR, 08/26/2020,CBHCODE
3644  ZUMSTEIN AV,004100050009,1417220,422615,50.00,3000,B201803733,BCOE400,REPAIR ROOF, 06/01/2018,CBHCODE
2664  MADISON RD,004100050113,1416920,422753,50.00,3001,B201903318,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/29/2019,CBHCODE
3571  ZUMSTEIN AV,004100050129,1416975,421963,50.00,3004,B201806355,CD05183248,DEFECTIVE PLUMBING LINES, 09/26/2018,CBHCODE
2645  ERIE AV,004100040140,1417260,420943,50.00,3005,B202104405,CD06808965,DEFECTIVE PLUMBING LINES, 12/13/2021,CBHCODE
3643  BURCH AV,004200020060,1416370,422743,50.00,4000,B202205014,BCOE634,DEFECTIVE PLUMBING LINES, 02/02/2023,CBHCODE
3643  BURCH AV,004200020060,1416370,422743,50.00,4000,B202205014,BCOE653,DEFECTIVE GAS APPLIANCE, 02/02/2023,CBHCODE
3643  BURCH AV,004200020060,1416370,422743,50.00,4000,B202205014,BCOE668,DEFECTIVE GAS LINES, 02/02/2023,CBHCODE
3643  BURCH AV,004200020060,1416370,422743,50.00,4000,B202205014,BCOE605,REPAIR LEAK AND DAMAGE, 02/02/2023,CBHCODE
2552  MADISON RD,00420A010024,1415627,421866,50.00,4001,B201804153,CD05035570,REPAIR WINDOWS, 06/28/2018,CBHCODE
2581  MADISON RD,004200020011,1416124,421968,50.00,4004,B201908494,CD05830697,REPAIR ROOF, 12/27/2019,CBHCODE
2581  MADISON RD,004200020011,1416124,421968,50.00,4004,B201908494,CD05830705,REPAIR LEAK AND DAMAGE, 12/27/2019,CBHCODE
2435  MADISON RD,004200010079,1414537,420797,50.00,4006,B201904370,CD05578454,SEWER CONNECT DOWNSPOUTS, 07/16/2019,CBHCODE
2435  MADISON RD,004200010079,1414537,420797,50.00,4006,B201904370,CD05578455,REPAIR SIDING, 07/16/2019,CBHCODE
3441  STETTINIUS AV,004100060094,1415796,420932,50.00,4008,B201903705,CD05494702,SEWER CONNECT DOWNSPOUTS, 05/08/2019,CBHCODE
2509  DOWNING DR,004200080055,1415115,423244,50.00,5003,B201907017,CD05732530,REPAIR GUTTERS AND DOWNSPOUTS, 10/08/2019,CBHCODE
2509  DOWNING DR,004200080055,1415115,423244,50.00,5003,B201907017,CD05732528,REPAIR ROOF, 10/08/2019,CBHCODE
2509  DOWNING DR,004200080055,1415115,423244,50.00,5003,B201907017,CD05732529,REPAIR FLASHING, 10/08/2019,CBHCODE
2617  DOWNING DR,004200080048,1415462,423210,50.00,5003,B201804004,CD04994604,REPAIR SIDING, 06/07/2018,CBHCODE
2617  DOWNING DR,004200080048,1415462,423210,50.00,5003,B201804004,CD04994603,REPAIR FLASHING, 06/07/2018,CBHCODE
2617  DOWNING DR,004200080048,1415462,423210,50.00,5003,B201804004,BCOE413,PAINT EXTERIOR, 06/07/2018,CBHCODE
2617  DOWNING DR,004200080048,1415462,423210,50.00,5003,B201804004,CD04994605,WEATHERTIGHT EXTERIOR, 06/07/2018,CBHCODE
2337  GRIGG AV,004200040136,1414214,422566,50.00,5005,B201902686,BCOE413,PAINT EXTERIOR, 02/14/2019,CBHCODE
2337  GRIGG AV,004200040136,1414214,422566,50.00,5005,B201902686,BCOE406,SEWER CONNECT DOWNSPOUTS, 02/14/2019,CBHCODE
3681  SAYBROOK AV,00380A030252,1426271,421621,51.00,1000,B202103000,BCOE411,REPAIR SIDING, 06/17/2021,CBHCODE
3681  SAYBROOK AV,00380A030252,1426271,421621,51.00,1000,B202103000,BCOE413,PAINT EXTERIOR, 06/17/2021,CBHCODE
3635  BELLECREST AV,00380A030192,1425508,421537,51.00,1002,B202003790,CD06080914,REPAIR GUTTERS AND DOWNSPOUTS, 07/17/2020,CBHCODE
3788  AULT PARK AV,00380A030329,1426618,421068,51.00,1004,B202103120,CD06536516,PAINT EXTERIOR, 06/17/2021,CBHCODE
3788  AULT PARK AV,00380A030329,1426618,421068,51.00,1004,B202004753,BCOE413,PAINT EXTERIOR, 09/23/2020,CBHCODE
3397  ERIE AV,003800030049,1423810,421361,51.00,1007,B201900277,CD05351688,REPAIR LEAK AND DAMAGE, 02/05/2019,CBHCODE
3397  ERIE AV,003800030049,1423810,421361,51.00,1007,B201900277,CD05351686,REPAIR ROOF, 02/05/2019,CBHCODE
3366  ERIE AV,003900010015,1423454,421538,51.00,2000,B202104343,CD06645229,REPAIR SIDING, 09/15/2021,CBHCODE
3618  HERSCHEL AV,003800030061,1423926,421673,51.00,2000,B202300230,BCOE413,PAINT EXTERIOR, 01/13/2023,CBHCODE
3294  ERIE AV,00390A060317,1422289,421493,51.00,2007,B202201916,CD06974725,SEWER CONNECT DOWNSPOUTS, 05/05/2022,CBHCODE
3550  BAYARD DR,00390A060252,1422076,421235,51.00,2007,B202201917,CD06974728,SEWER CONNECT DOWNSPOUTS, 05/10/2022,CBHCODE
4123  34TH AV,004900040216,1420269,425945,52.00,1003,B201805435,BCOE413,PAINT EXTERIOR, 08/21/2018,CBHCODE
4123  34TH AV,004900040216,1420269,425945,52.00,1003,B201805435,BCOE414,REPAIR WINDOWS, 08/21/2018,CBHCODE
2908  MINOT AV,004900040136,1419785,425758,52.00,1004,B201805474,BCOE413,PAINT EXTERIOR, 09/20/2018,CBHCODE
2908  MINOT AV,004900040136,1419785,425758,52.00,1004,B201805474,BCOE411,REPAIR SIDING, 09/20/2018,CBHCODE
4111  33RD AV,004900040334,1419936,425813,52.00,1004,B202102133,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
4111  33RD AV,004900040334,1419936,425813,52.00,1004,B202102133,BCOE413,PAINT EXTERIOR, 06/11/2021,CBHCODE
4136  31ST AV,004900040072,1419443,426187,52.00,1005,B202301671,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 04/07/2023,CBHCODE
4136  31ST AV,004900040072,1419443,426187,52.00,1005,B202301671,CD07468719,REPAIR ROOF, 04/07/2023,CBHCODE
4136  31ST AV,004900040072,1419443,426187,52.00,1005,B202301671,CD07468722,REPAIR SIDING, 04/07/2023,CBHCODE
4207  32ND AV,004900040099,1419631,426128,52.00,1005,B201906579,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/04/2019,CBHCODE
4207  32ND AV,004900040099,1419631,426128,52.00,1005,B201804812,BCOE406,SEWER CONNECT DOWNSPOUTS, 07/10/2018,CBHCODE
4232  31ST AV,004900040066,1419463,426419,52.00,1005,B201908253,BCOE413,PAINT EXTERIOR, 12/24/2019,CBHCODE
4114  MILLSBRAE AV,004900030033,1418768,426017,52.00,1007,B202104220,CD06624735,PAINT EXTERIOR, 08/25/2021,CBHCODE
4114  MILLSBRAE AV,004900030033,1418768,426017,52.00,1007,B202104220,CD06624734,SEWER CONNECT DOWNSPOUTS, 08/25/2021,CBHCODE
4116  MILLSBRAE AV,004900030034,1418768,426060,52.00,1007,B202104197,CD06621627,SEWER CONNECT DOWNSPOUTS, 08/03/2021,CBHCODE
4116  MILLSBRAE AV,004900030034,1418768,426060,52.00,1007,B202104197,CD06622604,SEWER CONNECT DOWNSPOUTS, 08/03/2021,CBHCODE
4200  MILLSBRAE AV,004900030037,1418780,426177,52.00,1007,B202102340,BCOE401,REPAIR FLASHING, 06/11/2021,CBHCODE
4200  MILLSBRAE AV,004900030037,1418780,426177,52.00,1007,B202102340,BCOE411,REPAIR SIDING, 06/11/2021,CBHCODE
4200  MILLSBRAE AV,004900030037,1418780,426177,52.00,1007,B202102340,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/11/2021,CBHCODE
4200  MILLSBRAE AV,004900030037,1418780,426177,52.00,1007,B202102340,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
4200  MILLSBRAE AV,004900030037,1418780,426177,52.00,1007,B202102340,BCOE413,PAINT EXTERIOR, 06/11/2021,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202105464,BCOE401,REPAIR FLASHING, 10/13/2021,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202105464,BCOE412,WEATHERTIGHT EXTERIOR, 10/13/2021,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202105464,BCOE605,REPAIR LEAK AND DAMAGE, 10/13/2021,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202301976,BCOE667,INSECT AND RODENT CONTROL, 03/30/2023,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202301976,BCOE605,REPAIR LEAK AND DAMAGE, 03/30/2023,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202301976,BCOE412,WEATHERTIGHT EXTERIOR, 03/30/2023,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202301976,BCOE401,REPAIR FLASHING, 03/30/2023,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202301976,BCOE634,DEFECTIVE PLUMBING LINES, 03/30/2023,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202105464,BCOE667,INSECT AND RODENT CONTROL, 10/13/2021,CBHCODE
4341  EILEEN DR,004900030001,1419047,426870,52.00,1007,B202105464,BCOE634,DEFECTIVE PLUMBING LINES, 10/13/2021,CBHCODE
2858  MARKBREIT AV,004900040328,1419301,425494,52.00,2001,B201906506,CD05723102,PAINT EXTERIOR WOOD TRIM, 10/04/2019,CBHCODE
2903  MINOT AV,004900040262,1419718,425616,52.00,2001,B202102252,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
2903  MINOT AV,004900040262,1419718,425616,52.00,2001,B202102252,BCOE401,REPAIR FLASHING, 06/11/2021,CBHCODE
2903  MINOT AV,004900040262,1419718,425616,52.00,2001,B201802743,CD04916502,SEWER CONNECT DOWNSPOUTS, 04/24/2018,CBHCODE
2925  MINOT AV,004900040257,1419950,425570,52.00,2001,B201906583,BCOE414,REPAIR WINDOWS, 10/04/2019,CBHCODE
2925  MINOT AV,004900040257,1419950,425570,52.00,2001,B201906583,CD05723104,PAINT EXTERIOR WOOD TRIM, 10/04/2019,CBHCODE
2925  MINOT AV,004900040257,1419950,425570,52.00,2001,B201906583,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/04/2019,CBHCODE
4011  ALLSTON ST,004900040338,1420360,425448,52.00,2001,B201905765,CD05673263,SEWER CONNECT DOWNSPOUTS, 08/28/2019,CBHCODE
4027  ALLSTON ST,004900040246,1420250,425579,52.00,2001,B201804427,CD05032964,PAINT EXTERIOR, 06/27/2018,CBHCODE
2880  ROMANA PL,004000010083,1419454,425142,52.00,2002,B201904183,CD05673261,DEFECTIVE PLUMBING LINES, 08/27/2019,CBHCODE
2864  WASSON RD,004000020064,1419304,422802,52.00,2007,B201906943,BCOE413,PAINT EXTERIOR, 10/04/2019,CBHCODE
2905  MADISON RD,004000010098,1419328,424223,52.00,2007,B202005082,BCOE414,REPAIR WINDOWS, 09/25/2020,CBHCODE
3801  DRAKE AV,004000020102,1419586,423811,52.00,2007,B202102459,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/16/2021,CBHCODE
3807  DRAKE AV,004000010045,1419594,423908,52.00,2007,B202102460,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/16/2021,CBHCODE
3823  DRAKE AV,004000010040,1419631,424112,52.00,2007,B202102122,BCOE411,REPAIR SIDING, 06/11/2021,CBHCODE
3823  DRAKE AV,004000010040,1419631,424112,52.00,2007,B202102122,BCOE401,REPAIR FLASHING, 06/11/2021,CBHCODE
3823  DRAKE AV,004000010040,1419631,424112,52.00,2007,B202102122,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
3823  DRAKE AV,004000010040,1419631,424112,52.00,2007,B202102122,BCOE605,REPAIR LEAK AND DAMAGE, 06/11/2021,CBHCODE
3842  HYDE PARK AV,00400A020062,1419123,424574,52.00,3000,B201806347,CD05181046,REPAIR LEAK AND DAMAGE, 09/25/2018,CBHCODE
3856  HYDE PARK AV,00400A020010,1418978,424726,52.00,3000,B202105787,CD06762860,FLUES TO BE CLEAN/UNOBSTRUCTED, 11/02/2021,CBHCODE
3856  HYDE PARK AV,00400A020010,1418978,424726,52.00,3000,B202105787,CD06762858,DEFECTIVE GAS APPLIANCE, 11/02/2021,CBHCODE
3856  HYDE PARK AV,00400A020010,1418978,424726,52.00,3000,B202105787,CD06762859,DEFECTIVE GAS LINES, 11/02/2021,CBHCODE
2736  ATLANTIC AV,004000030101,1418175,424662,52.00,3002,B201907233,CD05753723,PAINT EXTERIOR WOOD TRIM, 10/24/2019,CBHCODE
3906  EDWARDS RD,004000030088,1417777,424765,52.00,3002,B201903573,BCOE411,REPAIR SIDING, 10/11/2019,CBHCODE
2700  ARBOR AV,004000040087,1417684,424007,52.00,3004,B202102153,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/11/2021,CBHCODE
2700  ARBOR AV,004000040087,1417684,424007,52.00,3004,B202102153,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
2700  ARBOR AV,004000040087,1417684,424007,52.00,3004,B202102153,BCOE413,PAINT EXTERIOR, 06/11/2021,CBHCODE
2700  ARBOR AV,004000040087,1417684,424007,52.00,3004,B202005630,BCOE411,REPAIR SIDING, 11/16/2020,CBHCODE
2700  ARBOR AV,004000040087,1417684,424007,52.00,3004,B202005630,CD06244412,PAINT EXTERIOR, 11/16/2020,CBHCODE
2708  ARBOR AV,004000040085,1417768,423994,52.00,3004,B201907932,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/19/2019,CBHCODE
2708  ARBOR AV,004000040085,1417768,423994,52.00,3004,B201907932,BCOE413,PAINT EXTERIOR, 11/19/2019,CBHCODE
3793  MILLSBRAE AV,004000030073,1418347,424079,52.00,3004,B202102092,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/11/2021,CBHCODE
3797  MILLSBRAE AV,004000030072,1418356,424124,52.00,3004,B202103327,BCOE406,SEWER CONNECT DOWNSPOUTS, 07/29/2021,CBHCODE
3810  EDWARDS RD,004000030124,1417748,424185,52.00,3004,B201806319,CD05225968,SEWER CONNECT DOWNSPOUTS, 10/26/2018,CBHCODE
3810  EDWARDS RD,004000030124,1417748,424185,52.00,3004,B201806319,CD05225972,DEFECTIVE PLUMBING LINES, 10/26/2018,CBHCODE
3810  EDWARDS RD,004000030124,1417748,424185,52.00,3004,B201806319,CD05225974,INSECT AND RODENT CONTROL, 10/26/2018,CBHCODE
2717  ARBOR AV,004000040095,1417871,423822,52.00,3005,B202100465,BCOE411,REPAIR SIDING, 02/23/2021,CBHCODE
2717  ARBOR AV,004000040095,1417871,423822,52.00,3005,B202100465,BCOE413,PAINT EXTERIOR, 02/23/2021,CBHCODE
2717  ARBOR AV,004000040095,1417871,423822,52.00,3005,B202100465,BCOE412,WEATHERTIGHT EXTERIOR, 02/23/2021,CBHCODE
2805  MADISON RD,004000040013,1418575,423508,52.00,3006,B201904782,CD05578055,REPAIR LEAK AND DAMAGE, 06/26/2019,CBHCODE
2805  MADISON RD,004000040013,1418575,423508,52.00,3006,B201904782,BCOE400,REPAIR ROOF, 06/26/2019,CBHCODE
3708  MICHIGAN AV,004000040213,1418082,423070,52.00,3006,B201908167,BCOE413,PAINT EXTERIOR, 12/24/2019,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B202102414,BCOE400,REPAIR ROOF, 06/14/2021,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B202102414,BCOE401,REPAIR FLASHING, 06/14/2021,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B202102414,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/14/2021,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B201903706,CD05494703,SEWER CONNECT DOWNSPOUTS, 05/08/2019,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B202102414,BCOE413,PAINT EXTERIOR, 06/14/2021,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B202102414,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/14/2021,CBHCODE
3720  MICHIGAN AV,004000040208,1418042,423303,52.00,3006,B202102414,BCOE412,WEATHERTIGHT EXTERIOR, 06/14/2021,CBHCODE
3026  ROBERTSON AV,005000020042,1420826,426797,53.00,1002,B201805231,CD05175147,REPAIR WINDOWS, 09/20/2018,CBHCODE
4445  BRAZEE ST,005000020114,1421612,426898,53.00,1003,B202001417,CD05923799,PAINT EXTERIOR, 03/12/2020,CBHCODE
3120  MINOT AV,005000020124,1421289,426488,53.00,1004,B201806216,BCOE413,PAINT EXTERIOR, 09/20/2018,CBHCODE
3120  MINOT AV,005000020124,1421289,426488,53.00,1004,B201806216,BCOE411,REPAIR SIDING, 09/20/2018,CBHCODE
4230  VERNE AV,005000020053,1420763,426362,53.00,1006,B201805268,BCOE406,SEWER CONNECT DOWNSPOUTS, 07/27/2018,CBHCODE
4230  VERNE AV,005000020053,1420763,426362,53.00,1006,B201805268,BCOE413,PAINT EXTERIOR, 07/27/2018,CBHCODE
4230  VERNE AV,005000020053,1420763,426362,53.00,1006,B202101608,BCOE401,REPAIR FLASHING, 04/06/2021,CBHCODE
4230  VERNE AV,005000020053,1420763,426362,53.00,1006,B202101608,CD06404511,PAINT EXTERIOR, 04/06/2021,CBHCODE
4268  VERNE AV,005000020051,1420788,426455,53.00,1006,B201808216,BCOE413,PAINT EXTERIOR, 01/10/2019,CBHCODE
4268  VERNE AV,005000020051,1420788,426455,53.00,1006,B201808216,CD05321177,REPAIR GUTTERS AND DOWNSPOUTS, 01/10/2019,CBHCODE
4290  VERNE AV,005000020049,1420780,426525,53.00,1006,B201906452,BCOE413,PAINT EXTERIOR, 10/04/2019,CBHCODE
4290  VERNE AV,005000020049,1420780,426525,53.00,1006,B201906452,BCOE400,REPAIR ROOF, 10/04/2019,CBHCODE
4290  VERNE AV,005000020049,1420780,426525,53.00,1006,B201906452,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/04/2019,CBHCODE
4200  34TH AV,004900040239,1420424,426004,53.00,1007,B202101394,BCOE406,SEWER CONNECT DOWNSPOUTS, 03/16/2021,CBHCODE
4200  34TH AV,004900040239,1420424,426004,53.00,1007,B202101394,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/16/2021,CBHCODE
4216  34TH AV,004900040234,1420450,426201,53.00,1007,B202104660,BCOE204,CLOGGED YARD DRAINS, 09/21/2021,CBHCODE
3310  CARDIFF AV,005000040022,1422747,426353,53.00,2000,B201807107,CD05214961,FLUES TO BE CLEAN/UNOBSTRUCTED, 10/18/2018,CBHCODE
3212  BACH AV,005000050019,1422232,425862,53.00,2004,B201904536,CD05673264,PAINT EXTERIOR, 08/27/2019,CBHCODE
3259  BROTHERTON RD,005000050014,1422610,425973,53.00,2004,B202201938,BCOE413,PAINT EXTERIOR, 05/25/2022,CBHCODE
3329  CARDIFF AV,005000040041,1422995,426247,53.00,2008,B201805037,BCOE413,PAINT EXTERIOR, 07/24/2018,CBHCODE
3329  CARDIFF AV,005000040041,1422995,426247,53.00,2008,B201805037,BCOE414,REPAIR WINDOWS, 07/24/2018,CBHCODE
3106  MARKBREIT AV,003900030008,1421315,425103,53.00,3002,B201804404,CD05037342,SEWER CONNECT DOWNSPOUTS, 06/29/2018,CBHCODE
3063  MARKBREIT AV,003900040202,1420780,425159,53.00,3005,B202203116,BCOE406,SEWER CONNECT DOWNSPOUTS, 08/15/2022,CBHCODE
3069  MARKBREIT AV,003900040194,1420894,425147,53.00,3005,B202203114,BCOE406,SEWER CONNECT DOWNSPOUTS, 08/15/2022,CBHCODE
3073  MARKBREIT AV,003900040121,1420934,425155,53.00,3005,B202203103,BCOE406,SEWER CONNECT DOWNSPOUTS, 07/27/2022,CBHCODE
3085  MARKBREIT AV,003900040116,1420951,425071,53.00,3005,B202203115,BCOE406,SEWER CONNECT DOWNSPOUTS, 08/15/2022,CBHCODE
3870  MT VERNON AV,003900040197,1420984,424697,53.00,3005,B202302012,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 04/07/2023,CBHCODE
3870  MT VERNON AV,003900040197,1420984,424697,53.00,3005,B202302012,BCOE406,SEWER CONNECT DOWNSPOUTS, 04/07/2023,CBHCODE
3870  MT VERNON AV,003900040197,1420984,424697,53.00,3005,B202302012,BCOE412,WEATHERTIGHT EXTERIOR, 04/07/2023,CBHCODE
3870  MT VERNON AV,003900040197,1420984,424697,53.00,3005,B202302012,BCOE413,PAINT EXTERIOR, 04/07/2023,CBHCODE
3873  MT VERNON AV,003900040189,1420831,424794,53.00,3005,B202104201,BCOE401,REPAIR FLASHING, 08/30/2021,CBHCODE
3873  MT VERNON AV,003900040189,1420831,424794,53.00,3005,B202104201,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/30/2021,CBHCODE
3873  MT VERNON AV,003900040189,1420831,424794,53.00,3005,B202104201,BCOE413,PAINT EXTERIOR, 08/30/2021,CBHCODE
3896  ISABELLA AV,003900040103,1420637,425081,53.00,3005,B202003080,BCOE413,PAINT EXTERIOR, 06/16/2020,CBHCODE
3920  OAK PARK PL,003900030106,1421566,424288,53.00,3005,B201806862,BCOE413,PAINT EXTERIOR, 10/05/2018,CBHCODE
3920  OAK PARK PL,003900030106,1421566,424288,53.00,3005,B201806862,CD05198412,REPAIR GUTTERS AND DOWNSPOUTS, 10/05/2018,CBHCODE
3920  OAK PARK PL,003900030106,1421566,424288,53.00,3005,B201906169,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/28/2019,CBHCODE
3920  OAK PARK PL,003900030106,1421566,424288,53.00,3005,B201906169,BCOE413,PAINT EXTERIOR, 08/28/2019,CBHCODE
3922  OAK PARK PL,003900030107,1421530,424289,53.00,3005,B201806861,CD05198413,REPAIR GUTTERS AND DOWNSPOUTS, 10/05/2018,CBHCODE
3756  MARBURG AV,003900020093,1423592,423015,53.00,4000,B202101617,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 03/29/2021,CBHCODE
4102  PAXTON WOODS DR,005000070291,1424955,425252,53.00,4000,B202203189,BCOE413,PAINT EXTERIOR, 08/15/2022,CBHCODE
4134  ALLENDALE DR,005000080096,1426037,425577,53.00,4000,B202101631,BCOE406,SEWER CONNECT DOWNSPOUTS, 04/06/2021,CBHCODE
4134  ALLENDALE DR,005000080096,1426037,425577,53.00,4000,B202101631,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 04/06/2021,CBHCODE
4138  ALLENDALE DR,005000080088,1426042,425624,53.00,4000,B202002287,BCOE406,SEWER CONNECT DOWNSPOUTS, 04/23/2020,CBHCODE
3424 S CLUBCREST AV,003900020154,1423940,424612,53.00,4002,B202102246,BCOE413,PAINT EXTERIOR, 06/11/2021,CBHCODE
3424 S CLUBCREST AV,003900020154,1423940,424612,53.00,4002,B202102246,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
3314  MAPLECREST PL,003900020405,1423115,423396,53.00,4003,B201902717,CD05371884,REPAIR ROOF, 02/14/2019,CBHCODE
3314  MAPLECREST PL,003900020405,1423115,423396,53.00,4003,B201902717,CD05371885,REPAIR GUTTERS AND DOWNSPOUTS, 02/14/2019,CBHCODE
3314  MAPLECREST PL,003900020405,1423115,423396,53.00,4003,B201902717,CD05371886,SEWER CONNECT DOWNSPOUTS, 02/14/2019,CBHCODE
3320  GLENHURST PL,003900020338,1423157,422948,53.00,4003,B202102365,BCOE401,REPAIR FLASHING, 06/11/2021,CBHCODE
3320  GLENHURST PL,003900020338,1423157,422948,53.00,4003,B202102365,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/11/2021,CBHCODE
3320  GLENHURST PL,003900020338,1423157,422948,53.00,4003,B202102365,BCOE412,WEATHERTIGHT EXTERIOR, 06/11/2021,CBHCODE
3320  GLENHURST PL,003900020338,1423157,422948,53.00,4003,B202003376,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/02/2020,CBHCODE
3320  GLENHURST PL,003900020338,1423157,422948,53.00,4003,B202003376,BCOE413,PAINT EXTERIOR, 07/02/2020,CBHCODE
3320  GLENHURST PL,003900020338,1423157,422948,53.00,4003,B202102365,BCOE413,PAINT EXTERIOR, 06/11/2021,CBHCODE
3373  EVERSON AV,003900020117,1423370,424641,53.00,4003,B202201574,BCOE413,PAINT EXTERIOR, 03/22/2022,CBHCODE
3373  EVERSON AV,003900020117,1423370,424641,53.00,4003,B202201574,BCOE411,REPAIR SIDING, 03/22/2022,CBHCODE
3373  EVERSON AV,003900020117,1423370,424641,53.00,4003,B202201574,BCOE401,REPAIR FLASHING, 03/22/2022,CBHCODE
3866  KILBOURNE AV,003900020489,1422951,424154,53.00,4003,B201805835,CD05198409,PAINT EXTERIOR, 10/05/2018,CBHCODE
3933  MARBURG AV,003900020206,1423541,424274,53.00,4003,B201904601,BCOE413,PAINT EXTERIOR, 06/20/2019,CBHCODE
4066  PAXTON AV,005000060023,1423310,425064,53.00,4003,B202205733,BCOE406,SEWER CONNECT DOWNSPOUTS, 12/01/2022,CBHCODE
3499  FORESTOAK CT,00380004CD06,1427840,420924,53.00,5002,B202202570,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/09/2022,CBHCODE
3744  ASHWORTH DR,00380002CD11,1427076,422162,53.00,5002,B201903553,BCOE218,DRAINAGE OF PAVING REQUIRED, 04/16/2019,CBHCODE
3744  ASHWORTH DR,00380002CD11,1427076,422162,53.00,5002,B201903553,BCOE406,SEWER CONNECT DOWNSPOUTS, 04/16/2019,CBHCODE
3744  ASHWORTH DR,00380002CD11,1427076,422162,53.00,5002,B201804994,BCOE218,DRAINAGE OF PAVING REQUIRED, 08/08/2018,CBHCODE
3744  ASHWORTH DR,00380002CD11,1427076,422162,53.00,5002,B201804994,BCOE406,SEWER CONNECT DOWNSPOUTS, 08/08/2018,CBHCODE
